** File generated by WinEP - 5/27/2016 (7:00p) **

Station 	Fy_R1   
0.000000	-0.000000
0.555506	-1.310754
1.110885	7.539783
1.666138	19.674932
2.221294	31.778954
2.776387	46.237247
3.331460	67.510399
3.886556	95.479790
4.441710	119.884666
4.996935	133.517471
5.552223	134.355194
6.107550	126.632294
6.662891	114.988708
7.218226	102.894661
7.773544	95.007858
8.328842	90.867455
8.884127	90.985100
9.439404	94.581070
9.994685	100.269852
10.549976	106.355988
11.105283	111.229080
11.660606	114.511261
12.215945	115.497345
12.771295	114.845543
13.326652	113.687119
13.882010	112.764526
14.437370	112.479195
14.992730	112.986351
15.548091	114.293221
16.103455	115.979958
16.658821	117.924400
17.214193	119.958427
17.769571	121.712914
18.324957	123.024635
18.880348	123.914467
19.435745	124.471756
19.991146	124.822731
20.546549	125.172386
21.101957	125.666359
21.657366	126.260643
22.212780	126.945457
22.768196	127.686829
23.323616	128.427216
23.879038	129.115540
24.434465	129.723709
24.989897	130.254974
25.545330	130.666183
26.100769	130.977066
26.656208	131.232803
27.211653	131.453491
27.767099	131.648560
28.322548	131.838669
28.877998	132.022156
29.433453	132.183334
29.988911	132.306961
30.544369	132.404129
31.099831	132.452621
31.655296	132.454926
32.210762	132.441208
32.766232	132.362457
33.321705	132.284378
33.877178	132.161865
34.432652	131.990341
34.988132	131.816849
35.543610	131.636963
36.099094	131.437790
36.654575	131.202301
37.210060	130.980408
37.765549	130.720062
38.321037	130.437576
38.876530	130.150284
39.432022	129.851608
39.987518	129.530869
40.543015	129.206772
41.098511	128.874268
41.654011	128.523758
42.209511	128.175476
42.765011	127.812119
43.320515	127.449432
43.876019	127.073936
44.431526	126.693802
44.987034	126.315079
45.542542	125.932945
46.098049	125.543800
46.653561	125.150940
47.209072	124.753853
47.764587	124.358994
48.320103	123.967278
48.875618	123.573921
49.431133	123.180977
49.986652	122.788574
50.542171	122.406723
51.097691	122.024063
51.653210	121.643456
52.208733	121.266678
52.764256	120.897316
53.319778	120.533089
53.875301	120.168816
54.430828	119.808441
54.986351	119.460724
55.541878	119.125351
56.097404	118.789894
56.652935	118.465370
57.208462	118.136131
57.763992	117.827141
58.319523	117.522095
58.875053	117.224342
59.430584	116.938362
59.986118	116.656258
60.541649	116.385620
61.097183	116.120049
61.652718	115.867989
62.208252	115.619797
62.763790	115.379723
63.319324	115.149185
63.874859	114.922310
64.430397	114.717964
64.985931	114.513962
65.541473	114.321007
66.097008	114.128319
66.652550	113.953979
67.208092	113.778183
67.763626	113.623230
68.319168	113.474442
68.874710	113.328705
69.430252	113.191978
69.985794	113.060631
70.541336	112.939575
71.096878	112.825447
71.652420	112.716293
72.207962	112.604126
72.763504	112.524712
73.319046	112.446434
73.874596	112.348579
74.430138	112.298248
74.985680	112.209175
75.541229	112.184074
76.096771	112.112862
76.652321	112.072739
77.207863	112.048462
77.763412	111.992554
78.318954	111.945122
78.874504	111.945351
79.430046	111.951149
79.985596	111.928482
80.541145	111.912399
81.096687	111.913399
81.652237	111.906593
82.207787	111.906746
82.763336	111.933235
83.318886	111.954704
83.874435	111.964264
84.429985	111.984879
84.985527	111.957336
85.541077	111.967430
86.096626	112.005852
86.652176	112.059380
87.207726	112.060547
87.763283	112.089088
