2940, -0.225, -0.15, -0.075, 0, -0.02, -0.04, -0.06
2960, -0.225, -0.15, -0.075, 0, 0.0055, 0.011, 0.0164
2980, -0.225, -0.15, -0.075, 0, 0.0335, 0.067, 0.1005
3000, -0.225, -0.15, -0.075, 0, 0.063, 0.1261, 0.1891
3020, -0.2332, -0.1555, -0.0777, 0, 0.093, 0.186, 0.279
3040, -0.2778, -0.1852, -0.0926, 0, 0.1223, 0.2446, 0.3669
3060, -0.3498, -0.2332, -0.1166, 0, 0.1499, 0.2998, 0.4497
3080, -0.4366, -0.2911, -0.1455, 0, 0.1747, 0.3494, 0.5242
3100, -0.5253, -0.3502, -0.1751, 0, 0.1957, 0.3914, 0.5871
3120, -0.603, -0.402, -0.201, 0, 0.2118, 0.4236, 0.6354
3140, -0.6571, -0.4381, -0.219, 0, 0.2219, 0.4438, 0.6657
3160, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3180, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3200, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3220, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3240, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3260, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3280, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3300, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3320, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3340, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3360, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3380, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3400, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3420, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3440, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3460, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3480, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3500, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3520, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3540, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3560, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3580, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3600, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3620, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3640, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3660, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3680, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3700, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3720, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3740, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3760, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3780, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
3800, -0.675, -0.45, -0.225, 0, 0.225, 0.45, 0.675
